"No."	"PosX"	"PosY"	"PosZ"	"FrontX"	"FrontY"	"FrontZ"	"LeftX"	"LeftY"	"LeftZ"	"UpX"	"UpY"	"UpZ"
154	-141.536979	10.371624	-26.418463	-0.990891	0.107831	-0.080664	-0.081107	0.000276	0.996705	0.107498	0.994169	0.008473
155	-143.511552	10.646034	-26.575248	-0.983085	0.166545	-0.076202	-0.077273	0.000049	0.997010	0.166050	0.986034	0.012822
156	-145.466992	11.037309	-26.723543	-0.971793	0.224524	-0.072159	-0.074098	-0.000211	0.997251	0.223892	0.974468	0.016842
157	-147.396596	11.543012	-26.864112	-0.957310	0.280839	-0.068467	-0.071471	-0.000457	0.997443	0.280090	0.959755	0.020510
158	-149.294397	12.159013	-26.997611	-0.940076	0.334697	-0.065082	-0.069298	-0.000659	0.997596	0.333850	0.942325	0.023813
159	-151.155378	12.879864	-27.124614	-0.920579	0.385608	-0.061967	-0.067493	-0.000796	0.997719	0.384680	0.922662	0.026758
160	-152.975584	13.699191	-27.245642	-0.899392	0.433129	-0.059103	-0.065984	-0.000858	0.997820	0.432134	0.901332	0.029351
161	-154.752130	14.610082	-27.361173	-0.877014	0.477135	-0.056468	-0.064710	-0.000844	0.997904	0.476088	0.878829	0.031616
162	-156.483136	15.605416	-27.471649	-0.853924	0.517583	-0.054045	-0.063621	-0.000758	0.997974	0.516494	0.855633	0.033576
163	-158.167607	16.678131	-27.577481	-0.830542	0.554541	-0.051821	-0.062676	-0.000606	0.998034	0.553419	0.832156	0.035260
164	-159.805293	17.821419	-27.679049	-0.807196	0.588181	-0.049779	-0.061843	-0.000401	0.998086	0.587035	0.808730	0.036699
165	-161.396537	19.028861	-27.776705	-0.784187	0.618673	-0.047909	-0.061099	-0.000151	0.998132	0.617510	0.785649	0.037919
166	-162.960198	20.272184	-27.872154	-0.781699	0.621828	-0.047714	-0.060666	0.000328	0.998158	0.620698	0.783154	0.037467
167	-164.523596	21.515840	-27.967582	-0.781699	0.621828	-0.047714	-0.060272	0.000825	0.998182	0.620737	0.783153	0.036833
168	-166.086994	22.759496	-28.063011	-0.781699	0.621828	-0.047714	-0.059889	0.001309	0.998204	0.620774	0.783153	0.036217
169	-167.650392	24.003152	-28.158440	-0.781699	0.621828	-0.047714	-0.059521	0.001773	0.998226	0.620809	0.783152	0.035626
170	-169.213790	25.246808	-28.253868	-0.781699	0.621828	-0.047714	-0.059172	0.002213	0.998245	0.620843	0.783151	0.035065
171	-170.777187	26.490464	-28.349297	-0.781699	0.621828	-0.047714	-0.058848	0.002622	0.998264	0.620873	0.783149	0.034543
172	-172.340585	27.734120	-28.444726	-0.781699	0.621828	-0.047714	-0.058551	0.002996	0.998280	0.620901	0.783148	0.034067
173	-173.903983	28.977777	-28.540154	-0.781699	0.621828	-0.047714	-0.058287	0.003328	0.998294	0.620926	0.783147	0.033643
174	-175.467381	30.221433	-28.635583	-0.781699	0.621828	-0.047714	-0.058061	0.003614	0.998307	0.620947	0.783145	0.033278
175	-177.030779	31.465089	-28.731011	-0.781699	0.621828	-0.047714	-0.057875	0.003848	0.998316	0.620965	0.783144	0.032980
176	-178.593751	32.709284	-28.826369	-0.778801	0.625491	-0.047228	-0.057476	0.003817	0.998340	0.624632	0.780222	0.032978
177	-180.129373	33.987247	-28.917173	-0.756043	0.653077	-0.043462	-0.055418	0.002292	0.998461	0.652172	0.757288	0.034460
